name	description
VFG1885	VFG1885 enhA - enhanced entry protein EnhA [Legionella pneumophila Philadelphia 1] (VF0163)
VFG1886	VFG1886 csrA - carbon storage regulator RsmA [Legionella pneumophila Philadelphia 1] (VF0261)
VFG1887	VFG1887 relA - GTP pyrophosphokinase ((p)ppGpp synthetase I) stringent stress response RelA [Legionella pneumophila Philadelphia 1] (VF0260)
VFG1888	VFG1888 letS - sensory box histidine kinase/response regulator [Legionella pneumophila Philadelphia 1] (VF0262)
VFG1889	VFG1889 letA - response regulator GacA [Legionella pneumophila Philadelphia 1] (VF0262)
VFG2095	VFG2095 ralF - guanine nucleotide exchange protein [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2096	VFG2096 lidA - LidA [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2097	VFG2097 phtA - major facilitator family transporter [Legionella pneumophila Philadelphia 1] (VF0337)
VFG2102	VFG2102 lvgA - LvgA virulence protein [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2098	VFG2098 lepA - LepA, interaptin [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2099	VFG2099 lepB - LepB [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2100	VFG2100 ylfA - inclusion membrane protein A [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2101	VFG2101 sidC - SidC, interaptin [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2103	VFG2103 wipA - IcmW-interacting protein WipA [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2104	VFG2104 wipB - WipB [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2105	VFG2105 wipC - WipC [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2106	VFG2106 ylfB - Yeast lethal factor B [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2107	VFG2107 sidA - SidA [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2108	VFG2108 sidB - SidB [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2109	VFG2109 vipA - VipA inhibits lysosomal protein trafficking [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2110	VFG2110 vipD - VipB interferes with multivesicular body formation at the late endosome [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2111	VFG2111 vipE - VipE [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2112	VFG2112 vipF - VipF, N-terminal acetyltransferase, GNAT family [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2113	VFG2113 sidE - SidE [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2114	VFG2114 sdeA/laiA - Sid related protein-like [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2115	VFG2115 sdeB - Sid related protein-like [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2116	VFG2116 sdeC - Sid related protein-like [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2117	VFG2117 sdeD - SdeD [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2118	VFG2118 sidF - SidF, inhibitor of growth family, member 3 [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2119	VFG2119 sidG - SidG [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2120	VFG2120 sidH - SidH [Legionella pneumophila Philadelphia 1] (VF0156)
VFG2163	VFG2163 icmN - IcmN(DotK) [Legionella pneumophila Philadelphia 1] (VF0156)
VFG0068	VFG0068 actA - actin-assembly inducing protein precursor [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0066)
VFG0069	VFG0069 plcB - phospholipase C [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0067)
VFG0070	VFG0070 iap - P60 extracellular protein, invasion associated protein Iap [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0068)
VFG0071	VFG0071 mpl - Zinc metalloproteinase precursor [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0065)
VFG0072	VFG0072 prfA - listeriolysin positive regulatory protein [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0062)
VFG0073	VFG0073 plcA - phosphatidylinositol-specific phospholipase c [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0063)
VFG0074	VFG0074 hly - listeriolysin O precursor [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0064)
VFG0075	VFG0075 InlA - Internalin A [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0069)
VFG0076	VFG0076 InlB - Internalin B [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0070)
VFG0077	VFG0077 clpP - ATP-dependent Clp protease proteolytic subunit [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0074)
VFG0078	VFG0078 ami - autolysin, amidase [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0071)
VFG0079	VFG0079 clpC - endopeptidase Clp ATP-binding chain C [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0072)
VFG0080	VFG0080 clpE - ATP-dependent protease [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0073)
VFG0673	VFG0673 hypothetical lipoprotein [Listeria monocytogenes (serovar 1/2a) EGD-e]
VFG0674	VFG0674 smcL - sphingomyelinase-c [Listeria ivanovii ATCC 19119] (VF0061)
VFG0675	VFG0675 lmo0206 [Listeria monocytogenes (serovar 1/2a) EGD-e]
VFG1089	VFG1089 hpt - highly similar to hexose phosphate transport protein [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0264)
VFG1090	VFG1090 svpA - SvpA [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0263)
VFG2157	VFG2157 lmo1847 - lipoprotein [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0346)
VFG2158	VFG2158 lmo0931 - lipoate protein ligase [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0347)
VFG2159	VFG2159 aut - autolysin [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0348)
VFG2160	VFG2160 fbpA - fibronectin-binding protein [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0349)
VFG2161	VFG2161 lspA - signal peptidase II [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0351)
VFG2162	VFG2162 bsh - bile salt hydrolase [Listeria monocytogenes (serovar 1/2a) EGD-e] (VF0350)
VFG1379	VFG1379 hspR - hspR [Mycobacterium tuberculosis H37Rv] (VF0297)
VFG1380	VFG1380 sodC - sodC [Mycobacterium tuberculosis H37Rv] (VF0305)
VFG1381	VFG1381 icl/aceA - aceA [Mycobacterium tuberculosis H37Rv] (VF0253)
VFG1382	VFG1382 pcaA - umaA2 [Mycobacterium tuberculosis H37Rv] (VF0285)
VFG1383	VFG1383 hbhA - hypothetical protein Rv0475 [Mycobacterium tuberculosis H37Rv] (VF0313)
VFG1384	VFG1384 proC - proC [Mycobacterium tuberculosis H37Rv]
VFG1385	VFG1385 mmaA4 - mmaA4 [Mycobacterium tuberculosis H37Rv] (VF0314)
VFG1386	VFG1386 phoP - phoP [Mycobacterium tuberculosis H37Rv] (VF0286)
VFG1387	VFG1387 purC - purC [Mycobacterium tuberculosis H37Rv]
VFG1388	VFG1388 ompA - ompA [Mycobacterium tuberculosis H37Rv]
VFG1389	VFG1389 prrA - hypothetical protein Rv0903c [Mycobacterium tuberculosis H37Rv]
VFG1390	VFG1390 mprA - hypothetical protein Rv0981 [Mycobacterium tuberculosis H37Rv] (VF0298)
VFG1391	VFG1391 narG - narG [Mycobacterium tuberculosis H37Rv] (VF0302)
VFG1392	VFG1392 sigE - sigE [Mycobacterium tuberculosis H37Rv] (VF0295)
VFG1393	VFG1393 fadD33 - fadD33 [Mycobacterium tuberculosis H37Rv] (VF0308)
VFG1394	VFG1394 plcD - plcD [Mycobacterium tuberculosis H37Rv] (VF0320)
VFG1395	VFG1395 mgtC - mgtC [Mycobacterium tuberculosis H37Rv] (VF0289)
VFG1396	VFG1396 katG - katG [Mycobacterium tuberculosis H37Rv] (VF0303)
VFG1397	VFG1397 hspX - hspX [Mycobacterium tuberculosis H37Rv] (VF0301)
VFG1398	VFG1398 trpD - trpD [Mycobacterium tuberculosis H37Rv]
VFG1399	VFG1399 glnA1 - glnA1 [Mycobacterium tuberculosis H37Rv]
VFG1400	VFG1400 plcC - plcC [Mycobacterium tuberculosis H37Rv] (VF0320)
VFG1401	VFG1401 plcB - plcB [Mycobacterium tuberculosis H37Rv] (VF0320)
VFG1402	VFG1402 plcA - plcA [Mycobacterium tuberculosis H37Rv] (VF0320)
VFG1403	VFG1403 mbtB - mbtB [Mycobacterium tuberculosis H37Rv] (VF0299)
VFG1404	VFG1404 ahpC - ahpC [Mycobacterium tuberculosis H37Rv] (VF0306)
VFG1405	VFG1405 sigA - sigA [Mycobacterium tuberculosis H37Rv] (VF0257)
VFG1406	VFG1406 ideR - ideR [Mycobacterium tuberculosis H37Rv] (VF0300)
VFG1407	VFG1407 fadD26 - fadD26 [Mycobacterium tuberculosis H37Rv] (VF0309)
VFG1408	VFG1408 mas - mas [Mycobacterium tuberculosis H37Rv] (VF0309)
VFG1409	VFG1409 fadD28 - fadD28 [Mycobacterium tuberculosis H37Rv] (VF0309)
VFG1410	VFG1410 mmpL7 - mmpL7 [Mycobacterium tuberculosis H37Rv] (VF0309)
VFG1411	VFG1411 leuD - leuD [Mycobacterium tuberculosis H37Rv]
VFG1412	VFG1412 sigH - sigH [Mycobacterium tuberculosis H37Rv] (VF0296)
VFG1413	VFG1413 sigF - sigF [Mycobacterium tuberculosis H37Rv] (VF0294)
VFG1414	VFG1414 whiB3 - whiB3 [Mycobacterium tuberculosis H37Rv] (VF0288)
VFG1415	VFG1415 lipF - lipF [Mycobacterium tuberculosis H37Rv] (VF0307)
VFG1416	VFG1416 panD - panD [Mycobacterium tuberculosis H37Rv] (VF0319)
VFG1417	VFG1417 panC - panC [Mycobacterium tuberculosis H37Rv] (VF0319)
VFG1418	VFG1418 lpqH - lpqH [Mycobacterium tuberculosis H37Rv]
VFG1419	VFG1419 fbpA - fbpA [Mycobacterium tuberculosis H37Rv] (VF0311)
VFG1420	VFG1420 erp - pirG [Mycobacterium tuberculosis H37Rv] (VF0312)
VFG1421	VFG1421 sodA - sodA [Mycobacterium tuberculosis H37Rv] (VF0304)
VFG1422	VFG1422 cfp-10 - hypothetical protein Rv3874 [Mycobacterium tuberculosis H37Rv] (VF0310)
VFG1423	VFG1423 esat-6 - esat6 [Mycobacterium tuberculosis H37Rv] (VF0310)
VFG1810	VFG1810 fbpC1 - fbpC1 [Mycobacterium tuberculosis H37Rv] (VF0311)
VFG1811	VFG1811 fbpC2 - fbpC2 [Mycobacterium tuberculosis H37Rv] (VF0311)
VFG1812	VFG1812 fbpB - fbpB [Mycobacterium tuberculosis H37Rv] (VF0311)
VFG1813	VFG1813 drrC - drrC [Mycobacterium tuberculosis H37Rv] (VF0309)
VFG1814	VFG1814 narH - narH [Mycobacterium tuberculosis H37Rv] (VF0302)
VFG1815	VFG1815 narJ - narJ [Mycobacterium tuberculosis H37Rv] (VF0302)
VFG1816	VFG1816 narI - narI [Mycobacterium tuberculosis H37Rv] (VF0302)
VFG1817	VFG1817 mbtA - mbtA [Mycobacterium tuberculosis H37Rv] (VF0299)
VFG1818	VFG1818 mbtH - mbtH [Mycobacterium tuberculosis H37Rv] (VF0299)
VFG1819	VFG1819 mbtG - mbtG [Mycobacterium tuberculosis H37Rv] (VF0299)
VFG1820	VFG1820 mbtF - mbtF [Mycobacterium tuberculosis H37Rv] (VF0299)
VFG1821	VFG1821 mbtE - mbtE [Mycobacterium tuberculosis H37Rv] (VF0299)
VFG1822	VFG1822 mbtD - mbtD [Mycobacterium tuberculosis H37Rv] (VF0299)
VFG1823	VFG1823 mbtC - mbtC [Mycobacterium tuberculosis H37Rv] (VF0299)
VFG1824	VFG1824 devR - hypothetical protein Rv3133c [Mycobacterium tuberculosis H37Rv] (VF0317)
VFG1825	VFG1825 devS - hypothetical protein Rv3132c [Mycobacterium tuberculosis H37Rv] (VF0317)
VFG1826	VFG1826 relA - relA [Mycobacterium tuberculosis H37Rv] (VF0287)
VFG2379	VFG2379 esxB - 10 KDA CULTURE FILTRATE ANTIGEN ESXB (LHP) (CFP10) [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2378	VFG2378 esxA - 6 KDA EARLY SECRETORY ANTIGENIC TARGET ESXA (ESAT-6) [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2380	VFG2380 Rv3868 - hypothetical protein [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2381	VFG2381 Rv3869 - POSSIBLE CONSERVED MEMBRANE PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2382	VFG2382 Rv3870 - POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2383	VFG2383 Rv3871 - hypothetical protein [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2384	VFG2384 PE35 - PE FAMILY-RELATED PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2385	VFG2385 Rv3877 - PROBABLE CONSERVED TRANSMEMBRANE PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2386	VFG2386 Rv3615c - hypothetical protein [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2387	VFG2387 espA - CONSERVED HYPOTHETICAL ALANINE AND GLYCINE RICH PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2388	VFG2388 espB - CONSERVED HYPOTHETICAL ALANINE AND GLYCINE RICH PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2389	VFG2389 Rv3879c - HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2390	VFG2390 Rv3882c - POSSIBLE CONSERVED MEMBRANE PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2391	VFG2391 mycP1 - MEMBRANE-ANCHORED MYCOSIN MYCP1 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-1) [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2392	VFG2392 Rv3614c - hypothetical protein [Mycobacterium tuberculosis H37Rv] (VF0315)
VFG2393	VFG2393 PPE41 - PPE FAMILY PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2394	VFG2394 esxM - Unknown [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2395	VFG2395 Rv1784 - hypothetical protein [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2396	VFG2396 Rv1783 - PROBABLE CONSERVED MEMBRANE PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2397	VFG2397 Rv1782 - PROBABLE CONSERVED MEMBRANE PROTEIN [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2398	VFG2398 Rv1795 - hypothetical protein [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2399	VFG2399 Rv1794 - hypothetical protein [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2400	VFG2400 esxN - PUTATIVE ESAT-6 LIKE PROTEIN ESXN (ESAT-6 LIKE PROTEIN 5) [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2401	VFG2401 Rv1798 - hypothetical protein [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2402	VFG2402 Rv1797 - hypothetical protein [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2403	VFG2403 mycP5 - PROBABLE PROLINE RICH MEMBRANE-ANCHORED MYCOSIN MYCP5 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-5) [Mycobacterium tuberculosis H37Rv] (VF0402)
VFG2029	VFG2029 hmw2 - Cytadherence High Molecular Weight Protein 2 (SwissProt HMW2_MYCPN) [Mycoplasma pneumoniae M129] (VF0330)
VFG2030	VFG2030 orf6 - involved in cytadherence [Mycoplasma pneumoniae M129] (VF0330)
VFG2031	VFG2031 P65 - conserved hypothetical protein [Mycoplasma pneumoniae M129] (VF0330)
VFG2032	VFG2032 P200 - similar to cyto adherence proteins [Mycoplasma pneumoniae M129] (VF0330)
VFG2033	VFG2033 P1 - ADP1_MYCPN adhesin P1 [Mycoplasma pneumoniae M129] (VF0330)
VFG2034	VFG2034 hmw3 - cytadherence accessory protein HMW3 [Mycoplasma pneumoniae M129] (VF0330)
VFG2035	VFG2035 hmw1 - cytadherence accessory protein HMW1 [Mycoplasma pneumoniae M129] (VF0330)
VFG2036	VFG2036 P30 - 30K adhesin-related protein [Mycoplasma pneumoniae M129] (VF0330)
VFG0221	VFG0221 pilE - pilin PilE [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0222	VFG0222 pilS - pilS cassette [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0223	VFG0223 pilS - pilS cassette [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0224	VFG0224 pilS - pilS cassette [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0225	VFG0225 pilS - pilS cassette [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0226	VFG0226 pilS - pilS cassette [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0227	VFG0227 pilS - pilS cassette [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0228	VFG0228 pilS - large pilS cassette [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0229	VFG0229 pilS - pilS cassette [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0232	VFG0232 pilT - twitching motility protein PilT [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0233	VFG0233 pilF - type IV pilus assembly protein [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0234	VFG0234 pilD - type IV prepilin peptidase [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0235	VFG0235 pilG - pilus assembly protein PilG [Neisseria meningitidis MC58 (serogroup B)] (VF0075)
VFG0240	VFG0240 opc - class 5 outer membrane protein [Neisseria meningitidis MC58 (serogroup B)] (VF0077)
VFG0241	VFG0241 rfaF - ADP-heptose--LPS heptosyltransferase II [Neisseria meningitidis MC58 (serogroup B)] (VF0078)
VFG0242	VFG0242 rfaK - alpha-1,2-N-acetylglucosamine transferase [Neisseria meningitidis MC58 (serogroup B)] (VF0078)
VFG0243	VFG0243 rfaC - lipopolysaccharide heptosyltransferase I [Neisseria meningitidis MC58 (serogroup B)] (VF0078)
VFG0244	VFG0244 lgtA - lacto-N-neotetraose biosynthesis glycosyl transferase LgtA [Neisseria meningitidis MC58 (serogroup B)] (VF0078)
VFG0245	VFG0245 lgtB - lacto-N-neotetraose biosynthesis glycosyl transferase LgtB [Neisseria meningitidis MC58 (serogroup B)] (VF0078)
VFG0246	VFG0246 lgtF - beta-1,4-glucosyltransferase [Neisseria meningitidis MC58 (serogroup B)] (VF0078)
VFG0247	VFG0247 lgtE - acto-N-neotetraose biosynthesis glycosyl transferase LgtE [Neisseria meningitidis MC58 (serogroup B)] (VF0078)
VFG0249	VFG0249 fbpB - iron(III) ABC transporter, permease protein [Neisseria meningitidis MC58 (serogroup B)] (VF0272)
VFG0250	VFG0250 porB - major outer membrane protein PIB [Neisseria meningitidis MC58 (serogroup B)] (VF0081)
VFG0251	VFG0251 siaD - polysialic acid capsule biosynthesis protein SiaD; disrupted by foreign ermC cassette [Neisseria meningitidis MC58 (serogroup B)] (VF0079)
VFG0252	VFG0252 siaC - polysialic acid capsule biosynthesis protein SiaC [Neisseria meningitidis MC58 (serogroup B)] (VF0079)
VFG0253	VFG0253 siaB - polysialic acid capsule biosynthesis protein SiaB [Neisseria meningitidis MC58 (serogroup B)] (VF0079)
VFG0254	VFG0254 synX - polysialic acid capsule biosynthesis protein SynX [Neisseria meningitidis MC58 (serogroup B)] (VF0079)
VFG0255	VFG0255 ctrA - capsule polysaccharide export outer membrane protein CtrA [Neisseria meningitidis MC58 (serogroup B)] (VF0079)
VFG0256	VFG0256 ctrB - capsule polysaccharide export inner-membrane protein CtrB [Neisseria meningitidis MC58 (serogroup B)] (VF0079)
VFG0257	VFG0257 ctrC - capsule polysaccharide export inner-membrane protein CtrC [Neisseria meningitidis MC58 (serogroup B)] (VF0079)
VFG0258	VFG0258 crtD - capsule polysaccharide export ATP-binding protein CtrD [Neisseria meningitidis MC58 (serogroup B)] (VF0079)
VFG0259	VFG0259 lipA - capsule polysaccharide modification protein LipA [Neisseria meningitidis MC58 (serogroup B)] (VF0079)
VFG0260	VFG0260 lipB - capsule polysaccharide modification protein LipB [Neisseria meningitidis MC58 (serogroup B)] (VF0079)
VFG0261	VFG0261 iga - IgA-specific serine endopeptidase [Neisseria meningitidis MC58 (serogroup B)] (VF0080)
VFG0262	VFG0262 tbpA - transferrin-binding protein A [Neisseria meningitidis MC58 (serogroup B)] (VF0046)
VFG0263	VFG0263 tbpB - transferrin-binding protein B [Neisseria meningitidis MC58 (serogroup B)] (VF0046)
VFG0264	VFG0264 lbpA - lactoferrin-binding protein A [Neisseria meningitidis MC58 (serogroup B)] (VF0047)
VFG0265	VFG0265 lbpB - lactoferrin-binding protein B [Neisseria meningitidis MC58 (serogroup B)] (VF0047)
VFG0266	VFG0266 hmbR - hemoglobin receptor [Neisseria meningitidis MC58 (serogroup B)] (VF0048)
VFG0267	VFG0267 hpuA - haemoglobin-haptoglobin-utilization protein [Neisseria meningitidis Z2491] (VF0049)
VFG0268	VFG0268 hpuB - haemoglobin-haptoglobin-utilization protein [Neisseria meningitidis Z2491] (VF0049)
VFG1205	VFG1205 fbpA - iron(III) ABC transporter, periplasmic binding protein [Neisseria meningitidis MC58 (serogroup B)] (VF0272)
VFG1206	VFG1206 fbpC - iron(III) ABC transporter, ATP-binding protein [Neisseria meningitidis MC58 (serogroup B)] (VF0272)
VFG0111	VFG0111 pilA - type 4 fimbrial precursor PilA [Pseudomonas aeruginosa PAO1] (VF0082)
VFG0112	VFG0112 pilB - type 4 fimbrial biogenesis protein PilB [Pseudomonas aeruginosa PAO1] (VF0082)
VFG0113	VFG0113 pilC - still frameshift type 4 fimbrial biogenesis protein PilC [Pseudomonas aeruginosa PAO1] (VF0082)
VFG0114	VFG0114 pilD - type 4 prepilin peptidase PilD [Pseudomonas aeruginosa PAO1] (VF0082)
VFG0115	VFG0115 toxA - exotoxin A precursor [Pseudomonas aeruginosa PAO1] (VF0086)
VFG0116	VFG0116 algB - two-component response regulator AlgB [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0117	VFG0117 algP - alginate regulatory protein AlgP [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0118	VFG0118 algQ - Alginate regulatory protein AlgQ [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0119	VFG0119 algR - alginate biosynthesis regulatory protein AlgR [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0120	VFG0120 algZ - sigma factor AlgU [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0121	VFG0121 algU - alginate biosynthesis protein AlgZ/FimS [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0122	VFG0122 algD - GDP-mannose 6-dehydrogenase AlgD [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0123	VFG0123 Alg8 - alginate-c5-mannuronan-epimerase AlgG [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0124	VFG0124 Alg44 - alginate biosynthesis protein Alg8 [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0125	VFG0125 algK - alginate biosynthesis protein Alg44 [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0126	VFG0126 algE - alginate biosynthetic protein AlgK precursor [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0127	VFG0127 algG - outer membrane protein AlgE [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0128	VFG0128 algX - alginate biosynthesis protein AlgX [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0129	VFG0129 algL - poly(beta-d-mannuronate) lyase precursor AlgL [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0130	VFG0130 algI - alginate o-acetyltransferase AlgI [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0131	VFG0131 algJ - alginate o-acetyltransferase AlgJ [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0132	VFG0132 algF - alginate o-acetyltransferase AlgF [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0133	VFG0133 algA - phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0134	VFG0134 mucA - alkaline metalloproteinase precursor [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0135	VFG0135 mucB - anti-sigma factor MucA, inhibitor of <ialg</i gene expression [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0136	VFG0136 mucC - negative regulator for alginate biosynthesis MucB [Pseudomonas aeruginosa PAO1] (VF0091)
VFG0137	VFG0137 wzz - positive regulator for alginate biosynthesis MucC [Pseudomonas aeruginosa PAO1] (VF0085)
VFG0138	VFG0138 wzy - O-antigen chain length regulator [Pseudomonas aeruginosa PAO1] (VF0085)
VFG0139	VFG0139 waaG - B-band O-antigen polymerase [Pseudomonas aeruginosa PAO1] (VF0085)
VFG0140	VFG0140 waaP - UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG [Pseudomonas aeruginosa PAO1] (VF0085)
VFG0141	VFG0141 waaA - lipopolysaccharide core biosynthesis protein WaaP [Pseudomonas aeruginosa PAO1] (VF0085)
VFG0142	VFG0142 waaC - 3-deoxy-D-manno-octulosonic-acid (KDO) transferase [Pseudomonas aeruginosa PAO1] (VF0085)
VFG0143	VFG0143 waaF - heptosyltransferase I [Pseudomonas aeruginosa PAO1] (VF0085)
VFG0144	VFG0144 aprA - heptosyltransferase II [Pseudomonas aeruginosa PAO1] (VF0090)
VFG0145	VFG0145 lasA - LasA protease precursor [Pseudomonas aeruginosa PAO1] (VF0088)
VFG0146	VFG0146 lasB - elastase LasB [Pseudomonas aeruginosa PAO1] (VF0087)
VFG0147	VFG0147 exoS - exoenzyme S [Pseudomonas aeruginosa PAO1] (VF0096)
VFG0148	VFG0148 exoT - exoenzyme T [Pseudomonas aeruginosa PAO1] (VF0097)
VFG0150	VFG0150 exoY - adenylate cyclase ExoY [Pseudomonas aeruginosa PAO1] (VF0099)
VFG0151	VFG0151 lasR - transcriptional regulator LasR [Pseudomonas aeruginosa PAO1] (VF0093)
VFG0152	VFG0152 rhlR - transcriptional regulator RhlR [Pseudomonas aeruginosa PAO1] (VF0093)
VFG0153	VFG0153 rhlL - autoinducer synthesis protein RhlL [Pseudomonas aeruginosa PAO1] (VF0093)
VFG0154	VFG0154 lasI - autoinducer synthesis protein LasI [Pseudomonas aeruginosa PAO1] (VF0093)
VFG0155	VFG0155 rhlB - rhamnosyltransferase chain B [Pseudomonas aeruginosa PAO1] (VF0089)
VFG0156	VFG0156 rhlA - rhamnosyltransferase chain A [Pseudomonas aeruginosa PAO1] (VF0089)
VFG0157	VFG0157 plcH - hemolytic phospholipase C precursor [Pseudomonas aeruginosa PAO1] (VF0092)
VFG0159	VFG0159 pvdA - L-ornithine N5-oxygenase [Pseudomonas aeruginosa PAO1] (VF0094)
VFG0160	VFG0160 pvdE - pyoverdine biosynthesis protein PvdE [Pseudomonas aeruginosa PAO1] (VF0094)
VFG0161	VFG0161 pvdD - pyoverdine synthetase D [Pseudomonas aeruginosa PAO1] (VF0094)
VFG0162	VFG0162 pvdS - sigma factor PvdS [Pseudomonas aeruginosa PAO1] (VF0094)
VFG0163	VFG0163 fpvA - ferripyoverdine receptor [Pseudomonas aeruginosa PAO1] (VF0094)
VFG0164	VFG0164 fptA - Fe(III)-pyochelin receptor precursor [Pseudomonas aeruginosa PAO1] (VF0095)
